company,email,status,source,note
"BiOBiO Co.,Ltd.",,notfound,https://www.biobiokorea.com/,biobiokorea.com 홈페이지 접근은 됐으나 footer/회사정보 페이지(404)에서 이메일을 확인 불가. 인스타(@biobio_cosmetics) 및 사업자 DB(120-03-29807) 검색에서도 이메일 출처 확인 불가. InterCHARM 전시 디렉터리에도 해당사 상세 페이지 없음. 공식 출처로 이 회사 것임을 확인한 이메일 없음.
미영씨앤씨,,uncertain,https://hesolmall.com/,"hesolmall.com footer에는 운영사가 (주)에코마인(대표 문외숙, 사업자 605-81-90117, haesol@ecomine.co.kr)으로 명시돼 있어, 미영씨앤씨와 다른 법인임. bizno에서 미영씨앤씨(사업자 473-87-01630, 대표 문미경·문진남)의 이메일 필드는 공란. 미영씨앤씨가 실제 hesolmall을 운영하는지 확인 불가 — 동명/운영사 혼동 위험 있어 이메일 추정 금지."
VINACEUTICALS,,notfound,https://vinaceuticals.vn/,vinaceuticals.vn 홈페이지 및 /contact 페이지 모두 콘텐츠 없이 회사명만 표시. LinkedIn·구글 검색에서도 VINACEUTICALS Vietnam의 이메일 공식 출처 없음. 공식 출처로 확인된 이메일 없음.
성림 BNC,sunglimbnc@naver.com,uncertain,http://www.sunglimbnc.com/,sunglimbnc.com은 SSL 인증서 만료로 접근 불가(인증서 오류). 따라서 공식 웹사이트에서 sunglimbnc@naver.com이 이 회사 것임을 직접 확인 불가. InterCHARM 출품 페이지(ick.intercharmkorea.com)에는 전화번호(02-413-1944)만 게재. 네이버 이메일이 그 회사 것임을 공식 출처로 검증하지 못해 uncertain 유지.
(주)씨유스킨,info@cuskin.com,corrected,https://www.cueshop.co.kr/company/info,"cueshop.co.kr 공식 회사정보 페이지에 jay@cuskin.com은 존재하지 않음. 동 페이지에 webmaster@cuskin.co.kr(일반 문의), info@cuskin.com(해외수출 문의), oem@cuskin.co.kr(OEM 문의)가 공식 이메일로 명시됨. 해외 영업/컨택용으로 info@cuskin.com으로 교체. jay@cuskin.com은 내부 개인 메일로 추정되며 공식 출처 미확인."
주식회사 오션스인터내셔널,oseans@oseansint.com,corrected,http://en.thefrescalab.com/about,오션스인터내셔널이 직접 운영하는 브랜드 사이트 thefrescalab.com/about에 '대표메일 oseans@oseansint.com'이 명시돼 있음(사업자 692-87-00305 동일). sales@oseansint.com은 일부 2차 정보 출처에서 언급되나 회사 공식 웹/브랜드 페이지에서 직접 확인 불가 — oseans@oseansint.com으로 교체.
INOPRO,alexander@inopro.us,confirmed,https://www.americasbeautyshow.com/exhibitors/smile-shine-essentials-inc-inopro,"America's Beauty Show 전시사 디렉터리에 'Email: alexander@inopro.us'로 명시. 공식 웹사이트(inopro.us) contact 페이지에는 고객용 support@inopro.us가 표시되나, 전시회 B2B 담당 연락처로는 alexander@inopro.us가 제3자 공식 디렉터리에 등재됨."
"VIEWTEL Co., Ltd.",marketing@view-tel.co.kr,found,http://www.view-tel.co.kr/default/company/02.php,cafe24 스토어(viewtel.cafe24.com)에는 이메일 미공개. 동일 회사의 공식 사이트 view-tel.co.kr의 회사소개 및 고객센터 페이지에 marketing@view-tel.co.kr 기재 확인. gobizkorea 기업정보(viewtel.gobizkorea.com)에서도 동일 법인 확인.
(주) 엠디무역,,uncertain,https://www.mdwig.co.kr/,"제공된 current_email mdtrad@naver.com은 공식 웹사이트(mdwig.co.kr) 어디에도 확인되지 않음. 사이트 footer에 표시된 이메일은 개인정보 관리자 luoaiqi@naver.com이며, 이것이 공식 컨택 이메일인지도 불명확. mdtrad@naver.com의 귀속 출처 미확인 — 추측 불가. 전화번호 031-857-3380으로 직접 확인 권고."
"HANJINEYMAY CO.,LTD",official@hanjineymay.com,found,http://hanjineymay.co.kr/en/inquiry/,"공식 사이트 hanjineymay.co.kr 내 영문 Consulting/Inquiry 페이지에 official@hanjineymay.com 기재가 검색엔진 스니펫으로 반복 확인됨(주소: 서울 강남구 논현로815, 전화 +82-2-3443-9688). SSL 인증서 오류로 페이지 직접 fetch 불가였으나 도메인 일치(hanjineymay.co.kr ↔ hanjineymay.com)로 신뢰도 높음. 직접 접속 재확인 권고."
