9,스킨케어,DEWVERO,nscompany123@naver.com,http://www.dewvero.com,,high,,,,,,[인터참 홀A·부스A-B08·TTier A·☎010-7139-2569],@dewvero_official,,,,,,,,,,,인터참,
10,스킨케어,LANNUE,lannue.cos@gmail.com,https://lannue.co.kr/,,high,,,,,,[인터참 홀A·부스A-B11·TTier A·☎070-4210-1301],@lannue.official,,,,,,,,,,,인터참,
11,스킨케어/더마,celebon,dhoh@hlmc.co.kr,https://www.celebon.co.kr,,high,,,,,,[인터참 홀A·부스A-B12·TTier A·☎1544-5455],@celebon_kr,,,,,,,,,,,인터참,
12,향수,matthew chang perfumes,contact@matthewchangperfumes.com,https://matthewchangperfumes.com/,,high,,,,,,[인터참 홀A·부스A-B13·TTier A·☎02-723-1583],@matthewchangperfumes,,,,,,,,,,,인터참,
13,더마,주식회사 랑벨,shoo.noh@lanbelle.com,https://lanbelle.com/,,high,,,,,,[인터참 홀A·부스A-B16·TTier A·☎031-607-8707],@lanbelle.official,,,,,,,,,,,인터참,
14,스킨케어,주식회사 바이잇,export@luvum.co.kr,https://luvum.co.kr/,,high,,,,,,[인터참 홀A·부스A-B26·TTier A·☎02-1599-3451],@luvum_official,,,,,,,,,,,인터참,
15,더마,안탈라,official@antala.one,https://antala.kr/,,high,,,,,,[인터참 홀A·부스A-B28·TTier A·☎051-710-1201],@antala_official,,,,,,,,,,,인터참,
16,메이크업,스튜디오17,lrkim@thebkor.com,https://www.studio17.co.kr,,high,,,,,,[인터참 홀A·부스A-B36·TTier A·☎#ERROR!],@studio17_official,,,,,,,,,,,인터참,
17,스킨케어,(주)더엘그룹,marketing.theel@gmail.com,https://theelstore.com/,,high,,,,,,[인터참 홀A·부스A-B41·TTier A·☎070-7699-3949],,,,,,,,,,,,인터참,
18,헤어,(주)씨케이리제온,dermaregeon@ckregeon.com,https://dermaregeon.com/en/,,high,,,,,,[인터참 홀A·부스A-B48·TTier A·☎02-364-6585],,,,,,,,,,,,인터참,
19,더마,CETERA,ceterakorea@naver.com,https://www.wechat.com/cetera1,,high,,,,,,[인터참 홀A·부스A-C08·TTier A·☎-2767],@cetera.official,,,,,,,,,,,인터참,
20,스킨케어,(주)섬섬바이오,sumsum2022@naver.com,https://searce.shop/,,high,,,,,,[인터참 홀A·부스A-C14·TTier A·☎#ERROR!],@searce_official,,,,,,,,,,,인터참,
21,스킨케어,(주)알에이치앤비브랜즈,info@rhnb.co.kr,https://www.ratedgreenglobal.com/prettyactually,,high,,,,,,[인터참 홀A·부스A-C21·TTier A·☎269597001],@pretty_actually,,,,,,,,,,,인터참,
22,더마,브에노메디텍,ds2oph@naver.com,https://www.bueno9.com/,,high,,,,,,[인터참 홀A·부스A-C23·TTier A·☎317171243],@bueno.official,,,,,,,,,,,인터참,
23,스킨케어,쥬네뷰,dewdap@naver.com,https://www.dewdap.com/,,high,,,,,,[인터참 홀A·부스A-C27·TTier A·☎1076671804],@dewdap.official,,,,,,,,,,,인터참,
24,메이크업,컬러딥,min@miskos.co.kr,https://miskos.co.kr/,,high,,,,,,[인터참 홀A·부스A-C31·TTier A·☎02-6092-2200],@colordeep_korea,,,,,,,,,,,인터참,
25,스킨케어,주식회사 반다비앤에이치,vandabnh@vanda.co.kr,https://kiwiglow.co.kr/,,high,,,,,,[인터참 홀A·부스A-C32·TTier A·☎#ERROR!],@kiwiglow.official,,,,,,,,,,,인터참,
26,바디,주식회사 정림에프앤에이치,4674sjh@naver.com,https://www.vanava.co.kr/,,high,,,,,,[인터참 홀A·부스A-C41·TTier A·☎#ERROR!],@vanava_cosmetics,,,,,,,,,,,인터참,
27,메이크업,주식회사 웰컴이엔앰,dandymicn@welcomems.co.kr,https://welcomesgroup.com,,high,,,,,,[인터참 홀A·부스A-C43·TTier A·☎02-6392-7440],,,,,,,,,,,,인터참,
28,스킨케어,닥터바이오 & 티블레스,global_sales@rokcorp.co.kr,https://litt.ly/corporationrok_global_sales?ref=qr.litt.ly,,high,,,,,,[인터참 홀A·부스A-C46·TTier A·☎063-717-8787],@dr.bio_official,,,,,,,,,,,인터참,
29,메이크업,Y.N.M,ynm@ynmcosmetic.co.kr,https://ynmcosmetic.co.kr/,,high,,,,,,[인터참 홀A·부스A-C48·TTier A·☎02-839-7738],@ynmbeauty_official,,,,,,,,,,,인터참,
30,향수,헤트라스,globalsales@hetras.co.kr,https://youtu.be/qRuMsXV8pSw,,high,,,,,,[인터참 홀A·부스A-D01·TTier A·☎02)777-1777],@hetras.official,,,,,,,,,,,인터참,
31,스킨케어,세이션,overseas@xation.co.kr,https://xation.co.kr/,,high,,,,,,[인터참 홀A·부스A-D16·TTier A·☎02-1566-9252],,,,,,,,,,,,인터참,
32,스킨케어,(주)비앤케이,contact@koreahnb.com,https://tambeauty.me/,,high,,,,,,[인터참 홀A·부스A-D42·TTier A·☎#ERROR!],@tambeautyme,,,,,,,,,,,인터참,
33,바디/헤어,줄라이 모닝,clubparty1003@gmail.com,https://july-morning.co.kr/,,high,,,,,,[인터참 홀A·부스A-D46·TTier A·☎821037270774],@wearejulymorning,,,,,,,,,,,인터참,
34,향수,센티카,scentica@raint.kr,https://scentica.co.kr/,,high,,,,,,[인터참 홀A·부스A-D47·TTier A·☎070-8112-4007],@scentica_official,,,,,,,,,,,인터참,
35,스킨케어/바디,EBIN KOREA,ebinkorea@ebinnewyork.com,https://linktr.ee/ebinkorea,,high,,,,,,[인터참 홀A·부스A-E11·TTier A·☎02-555-8880],@ebinkorea,,,,,,,,,,,인터참,
36,바디,(주)탠코리아,jamiebronzekr@gmail.com,http://jamiebronze.com,,high,,,,,,[인터참 홀A·부스A-E23·TTier A·☎02-476-7714],@jamie_bronze,,,,,,,,,,,인터참,
37,메이크업,디어메이,oversea@beleco.co.kr,https://en.dearmay.co.kr/,,high,,,,,,[인터참 홀A·부스A-E27·TTier A],@dearmay.official,,,,,,,,,,,인터참,
38,더마,(주)바이옵트,info@venderma.com,https://venderma.com/,,high,,,,,,[인터참 홀A·부스A-E28·TTier A·☎-15100],@venderma_official,,,,,,,,,,,인터참,
39,더마,TROIAREUKE,stella@sislab.com,https://www.troiareuke.com/,,high,,,,,,[인터참 홀A·부스A-E31·TTier A·☎-10571],@troiareuke_global,,,,,,,,,,,인터참,
40,스킨케어,오미티드,admin@omitted.kr,https://omitted.kr,,high,,,,,,[인터참 홀A·부스A-E32·TTier A·☎070-4741-0025],@omittedofficial,,,,,,,,,,,인터참,
41,스킨케어,DAILY WEEKLY,trading@dailyweekly.co.kr,https://www.dailyweekly.co.kr/,,high,,,,,,[인터참 홀A·부스A-E36·TTier A·☎7088084700],@dailyweekly.official,,,,,,,,,,,인터참,
42,메이크업/스킨케어,(주)아트페이스,artface@artfacekorea.com,https://tenzero.co.kr/,,high,,,,,,[인터참 홀A·부스A-E46·TTier A·☎-3323],@tenzero_official,,,,,,,,,,,인터참,
43,스킨케어,KOCOSTAR,export@kocostar.com,https://firstmarket.co.kr/,,high,,,,,,[인터참 홀A·부스A-F01·TTier A·☎02-743-9431],@kocostar,,,,,,,,,,,인터참,
44,스킨케어,채널스완,kbeauty@oavo.kr,https://www.oavo.global,,high,,,,,,[인터참 홀A·부스A-F21·TTier A·☎82-10-5374-1886],@oavo.global,,,,,,,,,,,인터참,
45,스킨케어,CELLEA/BELLADIA,fcsecond@fcsecond.kr,https://cellea.co.kr/,,high,,,,,,[인터참 홀A·부스A-F22·TTier A],,,,,,,,,,,,인터참,
46,향수,포뉴레브,info@fonewlev.com,https://fonewlev.com/,,high,,,,,,[인터참 홀A·부스A-F43·TTier A·☎070-7772-2040],@fonewlev.official,,,,,,,,,,,인터참,
47,더마,제이크리컴퍼니,jcre@jcrecompany.com,https://linktr.ee/lefilleo?utm_source=linktree_profile_share&ltsid=4f7a3ca8-e2f2-41e8-8220-b04973100003,,high,,,,,,메일검증:confirmed · http://www.lefilleo.com/privacy_policy.php [인터참 홀A·부스A-G11·TTier A·☎#ERROR!],@lefilleo.official,,,,,,,,,,,인터참,
48,헤어,웰본,export@welcomesgroup.com,https://cheongdamstyle.co.kr/,,high,,,,,,[인터참 홀A·부스A-G23·TTier A],@cheongdamstyleshop_official,,,,,,,,,,,인터참,
49,스킨케어,"SHINAN COSMETICS Co., Ltd.",admin@shinancosmetics.co.kr,https://www.shionle.com/,,high,,,,,,메일검증:found · https://en.shionle.com/ [인터참 홀A·부스A-G31·TTier A],@shionle,,,,,,,,,,,인터참,
50,헤어,주식회사 일레븐코퍼레이션,b2b@11corp.co.kr,https://www.11corp.co.kr/,,high,,,,,,[인터참 홀A·부스A-H03·TTier A],,,,,,,,,,,,인터참,
51,더마,주식회사 더마라인,leejy@dermaline.co.kr,https://en.dermaline.co.kr,,high,,,,,,[인터참 홀A·부스A-H11·TTier A·☎-9114],@dermaline_korea,,,,,,,,,,,인터참,
52,향수,로그인 포레스트 (유나뷰티랩),info@loginforest.com,http://www.loginforest.com,,high,,,,,,[인터참 홀A·부스A-H16·TTier A·☎070-7543-8026],@loginforest_official,,,,,,,,,,,인터참,
53,메이크업,디유코스메틱,uj854@naver.com,http://www.ducos.co.kr,,high,,,,,,[인터참 홀A·부스A-I01·TTier A·☎538014500],,,,,,,,,,,,인터참,
54,바디/향수,지구의 온도 G9ONDO,tomato2526@nate.com,https://g9ondo.com/,,high,,,,,,[인터참 홀A·부스A-I08·TTier A],@g9ondo_beauty,,,,,,,,,,,인터참,
55,스킨케어/바디,(주)한국쉬즈라인,info@koreashesline.co.kr,https://toolif.co.kr,,high,,,,,,메일검증:confirmed · https://toolif.co.kr [인터참 홀A·부스A-I21·TTier A·☎02-431-5500],@toolif.official,,,,,,,,,,,인터참,
56,향수,아이프로덕트,global@iproduct.co.kr,https://drpercent.co.kr/,,high,,,,,,[인터참 홀A·부스A-J06·TTier A·☎070-4400-3007],@dr.percent_official,,,,,,,,,,,인터참,
57,헤어,(주)코비스타,kbeauty@kobizstar.com,https://www.solepkorea.com/,,high,,,,,,[인터참 홀A·부스A-J16·TTier A·☎#ERROR!],@solep_scalp,,,,,,,,,,,인터참,
58,스킨케어,LINDSAY&COS Inc.,sales@lindsay.co.kr,https://lindsaycos.com,,high,,,,,,[인터참 홀A·부스A-J21·TTier A·☎82-2-423-1518],@lindsay_shop,,,,,,,,,,,인터참,
59,헤어,주식회사 스타힐스코스메틱,hmcos@naver.com,https://moo100.com/,,high,,,,,,[인터참 홀A·부스A-J22·TTier A·☎070-4146-3644],@moo100_life,,,,,,,,,,,인터참,
60,메이크업,MAKE SOUL,jslee@make-soul.co.kr,https://make-soul.co.kr/,,high,,,,,,[인터참 홀A·부스A-J31·TTier A·☎1054165572],@makesoul_official,,,,,,,,,,,인터참,
61,더마,휴션,,https://www.huceane.com,,high,,,,,,"메일 확인필요(uncertain): huceane.com 공식 사이트 직접 방문(메인, About, Cont [인터참 홀A·부스A-K11·TTier A]",,,,,,,,,,,,인터참,
62,더마,SKINISGOOD,yklee@skinisgood.com,https://www.lissederm.co.kr,,high,,,,,,[인터참 홀A·부스A-K26·TTier A·☎1024798717],@lissederm_official,,,,,,,,,,,인터참,
63,바디,솔테라피,info@saltherapy.biz,https://saltherapy.us,,high,,,,,,[인터참 홀A·부스A-K27·TTier A·☎-14291],@saltherapy.official,,,,,,,,,,,인터참,
64,스킨케어,어룸,semin@anomalylabs.biz,https://aroomskin.com/,,high,,,,,,[인터참 홀A·부스A-L02·TTier A·☎82 1041791318],@aroomskin,,,,,,,,,,,인터참,
65,스킨케어,ANOETIC BEAUTY,leokim@anoetic.kr,https://anoeticbeauty.com,,high,,,,,,[인터참 홀A·부스A-L03·TTier A·☎010-2557-3526],,,,,,,,,,,,인터참,
66,스킨케어,(주) 유나이티드앤글로벌,ohave@unitednglobal.com,https://ohavecosmetic.com/,,high,,,,,,[인터참 홀A·부스A-L07·TTier A·☎319711704],@ohave.official,,,,,,,,,,,인터참,
67,스킨케어,(주)리쎄코리아,lisse@lisse.co.kr,https://www.dumidang.com,,high,,,,,,[인터참 홀A·부스A-L13·TTier A·☎216444783],@dumidang_official,,,,,,,,,,,인터참,
68,스킨케어,헤아림코스메틱,hearim@hearimcosmetic.com,http://www.wechat.com/jgh_1125,,high,,,,,,[인터참 홀A·부스A-L18·TTier A·☎#ERROR!],@hearimcosmetic,,,,,,,,,,,인터참,
69,헤어,뷰가닉,james@dongbangbnh.co,http://www.dongbangbnh.com,,high,,,,,,[인터참 홀A·부스A-N01·TTier A·☎-10730],,,,,,,,,,,,인터참,
70,네일,"TWOK INTERNATIONAL Co.,Ltd.",info@twokinter.com,https://www.gelyours.com/,,high,,,,,,[인터참 홀A·부스A-N03·TTier A·☎-6661],@gelyours_global,,,,,,,,,,,인터참,
71,바디,LK company,rutiin7@naver.com,https://rutiin7.com/?NaPm=ct%3Dmpf5bbkh%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3Dnull%7Chk%3Da027671d195febc9adc2bc228de1b93135,,high,,,,,,[인터참 홀A·부스A-N07·TTier A·☎#ERROR!],,,,,,,,,,,,인터참,
72,스킨케어,유앤미코스매틱,cellio2023@naver.com,https://www.cellio.net/52,,high,,,,,,[인터참 홀A·부스A-O03·TTier A·☎010-4661-1802],@celliocosmetic_official,,,,,,,,,,,인터참,
73,스킨케어,채운,official@chaewun.com,https://www.chaewun.com/,,high,,,,,,[인터참 홀A·부스A-O13·TTier A·☎010-6649-1061],@chaewun.official,,,,,,,,,,,인터참,
74,스킨케어,파인월드 / 라비엘,sales@raviel.co.kr,https://raviel.co.kr/,,high,,,,,,[인터참 홀A·부스A-O16·TTier A·☎070-4122-8400],@raviel.official,,,,,,,,,,,인터참,
75,스킨케어,주식회사 두봄,doobom7727@naver.com,https://www.wechat.com/wxid_o2dpd2ha982p22,,high,,,,,,[인터참 홀A·부스A-O17·TTier A·☎1544-6783],,,,,,,,,,,,인터참,
76,스킨케어,(주)참존엔씨원,superbjhj@gmail.com,https://labonita-global-en.imweb.me/?redirect=no,,high,,,,,,[인터참 홀A·부스A-O19·TTier A·☎-18532],@labonita_korea,,,,,,,,,,,인터참,
77,스킨케어,(주)코스모어플러스,cosmoreplus@cosmoreplus.com,https://revcell.co.kr,,high,,,,,,[인터참 홀A·부스A-O23·TTier A·☎070-8805-2410],@revcell_official,,,,,,,,,,,인터참,
78,더마,주식회사 라콤 (CELL29),lacom_official@naver.com,https://cell29.com/,,high,,,,,,[인터참 홀A·부스A-O27·TTier A·☎010-3205-3794],@cell29.official,,,,,,,,,,,인터참,
79,스킨케어,주식회사 넥슨화장품,gsales@leeblese.com,http://nexxencosmetic.com,,high,,,,,,[인터참 홀A·부스A-O28·TTier A·☎02-2216-4503],,,,,,,,,,,,인터참,
80,스킨케어,주식회사 드림코스,cp@dreamcos.co.kr,https://camihouse.co.kr/,,high,,,,,,[인터참 홀A·부스A-O31·TTier A·☎#ERROR!],,,,,,,,,,,,인터참,
81,스킨케어,자민경,youjinsuk1@jaminkyung.com,https://jaminkyung.com/,,high,,,,,,[인터참 홀A·부스A-O38·TTier A·☎010-9931-8480],@jaminkyung_official,,,,,,,,,,,인터참,
82,스킨케어,파믹,snr@acefarminc.com,https://www.farmic.co.kr/,,high,,,,,,[인터참 홀A·부스A-P11·TTier A·☎070-4848-2387],@farmic.official,,,,,,,,,,,인터참,
83,헤어,"From:Cella / DASHU / Daleaf (ChromaX Co., Ltd)",dashu.jungjoo@gmail.com,https://chromax.co.kr/en/,,high,,,,,,[인터참 홀A·부스A-P12·TTier A],@dashu_official,,,,,,,,,,,인터참,
84,이너뷰티,주식회사 사계절,,,,high,,,,,,"메일 확인필요(uncertain): 웹사이트 정보 없음. 동명 업체 다수(쇼핑몰 운영사, 가방류 업체 등) [인터참 홀A·부스A-P17·TTier A]",,,,,,,,,,,,인터참,
85,바디,다빈홀딩스,vector@davinnature.com,https://davinnature.com/,,high,,,,,,[인터참 홀A·부스A-R06·TTier A·☎#ERROR!],@davinnature_kiddums,,,,,,,,,,,인터참,
86,스킨케어,심플레,ina@liebemi.com,https://www.simpleteglobal.com,,high,,,,,,[인터참 홀A·부스A-R07·TTier A·☎-12214],@simplete_official,,,,,,,,,,,인터참,
87,스킨케어,레보아미,sun2268@naver.com,https://youtu.be/A4i4Dnwy00c?si=6fGMH5PcQEhqVEEb,,high,,,,,,메일검증:confirmed · https://www.k-expo.org/brand-exhibition-2024/?bmode=view&idx=14738706 [인터참 홀A·부스A-R08·TTier A·☎821079172268],,,,,,,,,,,,인터참,
88,스킨케어,(주)제이코모,benetus@jcomo.co.kr,https://www.benetus.co.kr/,,high,,,,,,[인터참 홀A·부스A-R09·TTier A·☎031-8016-8995],@benetus_official,,,,,,,,,,,인터참,
89,바디,주식회사 퍼플링크,eth@purplelink.kr,http://not4u.kr,,high,,,,,,[인터참 홀A·부스A-R12·TTier A·☎82) 10-9457-2952],@not4u_korea,,,,,,,,,,,인터참,
90,스킨케어,핑키코스메틱,pinky@pinkycosmetic.kr,https://www.pinkycosmetic.kr/,,high,,,,,,[인터참 홀A·부스A-R17·TTier A·☎070-4126-9400],@pinkycosmetic_official,,,,,,,,,,,인터참,
91,메이크업,모메이,beautemco@gmail.com,https://momeii.com/,,high,,,,,,[인터참 홀A·부스A-R23·TTier A],@momeii_official,,,,,,,,,,,인터참,
92,더마,에이치앤와이 상사,yehan1@naver.com,http://www.hycoporation.com,,high,,,,,,[인터참 홀A·부스A-R25·TTier A·☎1670-5848],@dr.misimou,,,,,,,,,,,인터참,
93,스킨케어,(주) 록키스,redgirl8282@daum.net,https://www.rokkiss.co.kr,,high,,,,,,[인터참 홀A·부스A-R35·TTier A·☎070-5173-1122],@rokkiss_official,,,,,,,,,,,인터참,
94,스킨케어,HUEHEAL,admin@huehea.com,https://www.hueheal.co.kr,,high,,,,,,[인터참 홀A·부스A-R43·TTier A·☎070-7576-0107],@hueheal_global,,,,,,,,,,,인터참,
95,스킨케어,아이뽀,aippo1@starluxe.co.kr,https://www.aippo.co.kr/,,high,,,,,,[인터참 홀C·부스C-I03·TTier A·☎02-6007-8001],@aippo.official,,,,,,,,,,,인터참,
96,더마,주식회사 링더벨,info@ringthebell.kr,https://ringthebell.kr/,,high,,,,,,[인터참 홀C·부스C-I05·TTier A·☎070-8880-6541],@resear_korea,,,,,,,,,,,인터참,
97,스킨케어,ODSY,hello@odsycoltd.com,,,high,,,,,,메일검증:found · https://odsycoltd.com/sub/aboutus.html [인터참 홀C·부스C-I06·TTier A·☎1057070210],,,,,,,,,,,,인터참,
98,스킨케어,크레모랩,ayuan@samwhan.co.kr,https://eng.cremorlab.co.kr/index.html,,high,,,,,,[인터참 홀C·부스C-I08·TTier A·☎821087050385],@cremorlab_kr,,,,,,,,,,,인터참,
99,스킨케어,제이앤지코스메틱(주),jngcos@gmail.com,https://www.gsley.co.kr,,high,,,,,,[인터참 홀C·부스C-I11·TTier A·☎#ERROR!],,,,,,,,,,,,인터참,
100,스킨케어,릴릴,christin@rewindlab.co.kr,https://lylyl.co.kr/index.html,,high,,,,,,[인터참 홀C·부스C-I15·TTier A·☎82 2-567-2210],@lylyl_official,,,,,,,,,,,인터참,
101,스킨케어,(주)승건코스메틱스,lppm47@naver.com,https://www.loobee.co.kr/,,high,,,,,,메일검증:found · https://www.loobee.co.kr/ [인터참 홀C·부스C-I18·TTier A],@loobee_official,,,,,,,,,,,인터참,
102,이너뷰티,주식회사 라오가닉,irene@laorganic.co.kr,https://Foellie.co.kr,,high,,,,,,[인터참 홀C·부스C-J51·TTier A·☎82-70-4659-1421],@foellie_official,,,,,,,,,,,인터참,
103,스킨케어,주식회사 씨앤씨플래닛,hu1998@cncplanet.co.kr,https://www.cncplanet.co.kr/,,high,,,,,,[인터참 홀C·부스C-L56·TTier A·☎82)10-9839-7330],@cnc_planet,,,,,,,,,,,인터참,
104,스킨케어,NUNA,contact@nunabeautylab.com,https://nunabeautylab.com,,high,,,,,,[인터참 홀C·부스C-M06·TTier A],@nuna_beautylab,,,,,,,,,,,인터참,
105,더마,에브리데이 클랩스,claps01@naver.com,https://www.claps.co.kr,,high,,,,,,[인터참 홀C·부스C-M52·TTier A·☎-7646],@claps__official,,,,,,,,,,,인터참,
106,바디,주식회사 해피웍스컴퍼니,jjh@slowness.co.kr,https://www.bubblemonkey.co.kr,,high,,,,,,[인터참 홀C·부스C-N03·TTier A·☎-13067],@bubblemonkey_official,,,,,,,,,,,인터참,
107,스킨케어,픽셀퓨어,tftrading@pixelpure.com,https://www.pixelpure.com/,,high,,,,,,[인터참 홀C·부스C-O03·TTier A·☎070-8855-5068],@pixelpure_official,,,,,,,,,,,인터참,
108,메이크업,아로다,rainsy@dashopmall.co.kr,https://www.aroda.co.kr,,high,,,,,,[인터참 홀C·부스C-O11·TTier A·☎8201040124886],,,,,,,,,,,,인터참,
109,메이크업,터치인솔,br@bonne.co.kr,https://touchinsol.com/,,high,,,,,,[인터참 홀C·부스C-O16·TTier A·☎02-6423-4126],@touchinsol.official,,,,,,,,,,,인터참,
110,스킨케어,OFBASE,william@eyesomekorea.co.kr,http://www.ofbase.co.kr,,high,,,,,,[인터참 홀C·부스C-O21·TTier A],@ofbase_official,,,,,,,,,,,인터참,
111,더마,데이셀코스메틱 주식회사,lancert@daycell.com,https://daycellglobal.com/,,high,,,,,,[인터참 홀C·부스C-O22·TTier A·☎-11437],@daycell.official,,,,,,,,,,,인터참,
112,스킨케어,"WONDER BATH (CSA COSMIC Co., Ltd.)",jsm@csacosmic.com,https://www.wonderbath.com/,,high,,,,,,[인터참 홀C·부스C-O26·TTier A·☎070-4700-3932],@wonderbath_official,,,,,,,,,,,인터참,
113,더마,fmk 에프엠케이,fmk@gfcos.co.kr,https://fmkcos.com/,,high,,,,,,[인터참 홀C·부스C-O56·TTier A·☎031-5183-5510],@fmkbeauty_kr,,,,,,,,,,,인터참,
114,더마,리꼼 코스메틱,minwoolee@limetree.kr,https://licorne.co.kr/,,high,,,,,,[인터참 홀C·부스C-P11·TTier A·☎-15327],@licorne_cosmetics,,,,,,,,,,,인터참,
115,더마,FORMECELL(포미셀),misun5508@naver.com,https://formecell.com,,high,,,,,,[인터참 홀C·부스C-P17·TTier A·☎010-3885-1654],@formecell_official,,,,,,,,,,,인터참,
116,향수,페이블,cs@atnature.co.kr,https://fableperfume.com/,,high,,,,,,[인터참 홀C·부스C-P21·TTier A·☎031-777-2342],@fableperfume,,,,,,,,,,,인터참,
117,바디,뷰핸,beauhan@diami.co.kr,https://beauhanmall.com/,,high,,,,,,[인터참 홀C·부스C-P26·TTier A·☎042-719-4188],,,,,,,,,,,,인터참,
118,스킨케어,주식회사 라피끄,cs@rafiqcosmetics.com,https://plentyplant.co.kr/,,high,,,,,,[인터참 홀C·부스C-Q03·TTier A·☎070-8822-9782],@plentyplant.official,,,,,,,,,,,인터참,
119,향수,고요이 GOYOYI,hello@goyoyi.com,https://goyoyi.com/?NaPm=ct%3Dmpgbeekh%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3Dnull%7Chk%3Ddb09065ae8709ba906dd4f6911afdda4b73,,high,,,,,,[인터참 홀C·부스C-Q05·TTier A·☎1024193758],@goyoyi.official,,,,,,,,,,,인터참,
120,스킨케어,피에이치하비,phhubby@phhubby.com,https://en.phhubby.com/,,high,,,,,,[인터참 홀C·부스C-Q06·TTier A·☎02-408-2021],@phhubby_official,,,,,,,,,,,인터참,
121,헤어,EYECANDY (아이캔디),stephen@jworksext.co.kr,https://en.eye-candy.co.kr/,,high,,,,,,[인터참 홀C·부스C-Q07·TTier A·☎010-2373-3646],@eyecandy_co_kr,,,,,,,,,,,인터참,
122,더마,닥터펩티,trade@jncoceu.com,http://www.jncoceu.com/en/,,high,,,,,,[인터참 홀C·부스C-Q10·TTier A],@dr.pepti,,,,,,,,,,,인터참,
123,헤어,(주)카푸네인터내셔널,t2o3p@naver.com,https://cafuneglobal.com/,,high,,,,,,[인터참 홀C·부스C-Q13·TTier A·☎#ERROR!],@teamcafune.official,,,,,,,,,,,인터참,
124,스킨케어,주식회사 오버랩스,business@overlaps.co.kr,https://overlaps.co.kr/,,high,,,,,,[인터참 홀C·부스C-Q21·TTier A·☎070-8671-2231],@overlaps.official,,,,,,,,,,,인터참,
125,메이크업,올어바웃아이즈,alleyes@all-eyes.kr,https://madame-lash.com/,,high,,,,,,[인터참 홀C·부스C-R03·TTier A·☎02-6241-3003],@madamelash_official,,,,,,,,,,,인터참,
126,더마,브라이트,,https://smartstore.naver.com/brightbrush,,high,,,,,,메일 확인필요(uncertain): 스마트스토어 직접 접근 불가(WebFetch 차단). brightbrus [인터참 홀C·부스C-R04·TTier A],,,,,,,,,,,,인터참,
127,스킨케어,오오유 주식회사,contact.bfou@gmail.com,https://www.bfou.kr,,high,,,,,,[인터참 홀C·부스C-R13·TTier A·☎7089977265],@bfou.official,,,,,,,,,,,인터참,
128,스킨케어,올웨이즈비퓨어,steven@kailani-int.com,http://www.alwaysbepure.com,,high,,,,,,[인터참 홀L·부스L-A05·TTier A·☎-9044],@alwaysbepure_global,,,,,,,,,,,인터참,
129,스킨케어,리타,liita@proving-grounds.co.kr,https://www.liita-seoul.com,,high,,,,,,메일검증:confirmed · https://www.liita-seoul.com/pages/contact [인터참 홀L·부스L-A06·TTier A·☎#ERROR!],@liita.official,,,,,,,,,,,인터참,
